time (UTC),latitude (degrees_north),longitude (degrees_east),TEMP_SBE37_MEAN (degree_C)
2021-08-22 08:35:00+00:00,22.5450912,-65.5978624,28.5971
2021-08-22 08:40:00+00:00,22.5447264,-65.597952,28.5939
2021-08-22 08:45:00+00:00,22.5444096,-65.597984,28.5946
2021-08-22 08:50:00+00:00,22.544072,-65.5979904,28.5924
2021-08-22 08:55:00+00:00,22.5438976,-65.5979648,28.5938
2021-08-22 09:00:00+00:00,22.5437696,-65.5979648,28.5989
2021-08-22 09:05:00+00:00,22.5434112,-65.5980032,28.5968
2021-08-22 09:10:00+00:00,22.5429104,-65.597792,28.5947
2021-08-22 09:15:00+00:00,22.5424016,-65.5974208,28.5986
2021-08-22 09:20:00+00:00,22.5418352,-65.5969408,28.5958
2021-08-22 09:25:00+00:00,22.5412336,-65.596576,28.5965
2021-08-22 09:30:00+00:00,22.5405232,-65.596128,28.5991
2021-08-22 09:35:00+00:00,22.5401952,-65.595808,28.5961
2021-08-22 09:40:00+00:00,22.5393888,-65.5950912,28.5883
2021-08-22 09:45:00+00:00,22.5385312,-65.5946944,28.584
2021-08-22 09:50:00+00:00,22.53764,-65.5946048,28.5807
2021-08-22 09:55:00+00:00,22.5367856,-65.5945152,28.5784
2021-08-22 10:00:00+00:00,22.536048,-65.5944704,28.5851
2021-08-22 10:05:00+00:00,22.5353776,-65.5943552,28.5767
2021-08-22 10:10:00+00:00,22.534608,-65.5941376,28.5765
2021-08-22 10:15:00+00:00,22.5337616,-65.5938304,28.5718
2021-08-22 10:20:00+00:00,22.5328128,-65.5932672,28.5757
2021-08-22 10:25:00+00:00,22.531936,-65.5927808,28.5784
2021-08-22 10:30:00+00:00,22.5310208,-65.5923648,28.579
2021-08-22 10:35:00+00:00,22.52992,-65.5917504,28.5719
2021-08-22 10:40:00+00:00,22.5291264,-65.5911616,28.5698
2021-08-22 10:45:00+00:00,22.5282144,-65.5903744,28.5719
2021-08-22 10:50:00+00:00,22.5273264,-65.5896256,28.575
2021-08-22 10:55:00+00:00,22.5263648,-65.5890048,28.5754
2021-08-22 11:00:00+00:00,22.525344,-65.5882304,28.5774
2021-08-22 11:05:00+00:00,22.5245344,-65.5877632,28.5793
2021-08-22 11:10:00+00:00,22.523544,-65.58704,28.579
2021-08-22 11:15:00+00:00,22.5226592,-65.586432,28.5726
2021-08-22 11:20:00+00:00,22.5219248,-65.5861376,28.578
2021-08-22 11:25:00+00:00,22.5208528,-65.5856832,28.5752
2021-08-22 11:30:00+00:00,22.5198688,-65.5853312,28.5726
2021-08-22 11:35:00+00:00,22.5201104,-65.5858368,28.5717
2021-08-22 11:40:00+00:00,22.5212688,-65.5858048,28.5748
2021-08-22 11:45:00+00:00,22.5226,-65.5856768,28.5759
2021-08-22 11:50:00+00:00,22.5239184,-65.5855104,28.5766
2021-08-22 11:55:00+00:00,22.5254208,-65.585504,28.5752
2021-08-22 12:00:00+00:00,22.5268416,-65.5854976,28.574
2021-08-22 12:05:00+00:00,22.52816,-65.5852928,28.5721
2021-08-22 12:10:00+00:00,22.5295632,-65.5852672,28.5733
2021-08-22 12:15:00+00:00,22.5308144,-65.5855488,28.574
2021-08-22 12:20:00+00:00,22.532072,-65.5856256,28.5769
2021-08-22 12:25:00+00:00,22.5335712,-65.585632,28.5789
2021-08-22 12:30:00+00:00,22.5351776,-65.5855232,28.5795
2021-08-22 12:35:00+00:00,22.5366928,-65.5853568,28.5802
2021-08-22 12:40:00+00:00,22.538128,-65.5850752,28.5836
2021-08-22 12:45:00+00:00,22.539624,-65.5851776,28.5867
2021-08-22 12:50:00+00:00,22.5409248,-65.5851072,28.5872
2021-08-22 12:55:00+00:00,22.542536,-65.584928,28.5877
2021-08-22 13:00:00+00:00,22.54372,-65.5850432,28.5892
2021-08-22 13:05:00+00:00,22.544808,-65.5850432,28.5886
2021-08-22 13:10:00+00:00,22.5463536,-65.5848576,28.5941
2021-08-22 13:15:00+00:00,22.5479344,-65.5848192,28.5955
2021-08-22 13:20:00+00:00,22.5493424,-65.5846016,28.5959
2021-08-22 13:25:00+00:00,22.5508848,-65.5843648,28.5957
2021-08-22 13:30:00+00:00,22.552312,-65.584128,28.5949
2021-08-22 13:35:00+00:00,22.553592,-65.584064,28.5932
2021-08-22 13:40:00+00:00,22.5547648,-65.5839936,28.5923
2021-08-22 13:45:00+00:00,22.556152,-65.583712,28.5977
2021-08-22 13:50:00+00:00,22.5575744,-65.5835456,28.5877
2021-08-22 13:55:00+00:00,22.558912,-65.5835648,28.5963
2021-08-22 14:00:00+00:00,22.5605072,-65.5832448,28.5956
2021-08-22 14:05:00+00:00,22.5619424,-65.5829696,28.5966
2021-08-22 14:10:00+00:00,22.5631152,-65.5828992,28.6065
2021-08-22 14:15:00+00:00,22.5641888,-65.5830144,28.5937
2021-08-22 14:20:00+00:00,22.5650848,-65.5831808,28.6092
2021-08-22 14:25:00+00:00,22.5659984,-65.5833344,28.6177
2021-08-22 14:30:00+00:00,22.5666624,-65.58384,28.6077
2021-08-22 14:35:00+00:00,22.5673888,-65.5841472,28.609
2021-08-22 14:40:00+00:00,22.5684416,-65.5843264,28.6098
2021-08-22 14:45:00+00:00,22.5694752,-65.5843904,28.6313
2021-08-22 14:50:00+00:00,22.5705952,-65.5845056,28.6276
2021-08-22 14:55:00+00:00,22.571576,-65.5846464,28.6229
2021-08-22 15:00:00+00:00,22.5725584,-65.5850176,28.6427
2021-08-22 15:05:00+00:00,22.5737632,-65.5852032,28.6376
2021-08-22 15:10:00+00:00,22.5747264,-65.5855936,28.6593
2021-08-22 15:15:00+00:00,22.5756048,-65.5860352,28.6456
2021-08-22 15:20:00+00:00,22.5764192,-65.5864768,28.6554
2021-08-22 15:25:00+00:00,22.5774112,-65.586688,28.6593
2021-08-22 15:30:00+00:00,22.5783136,-65.5870144,28.6544
2021-08-22 15:35:00+00:00,22.5792384,-65.5873408,28.6646
2021-08-22 15:40:00+00:00,22.58,-65.5876672,28.6555
2021-08-22 15:45:00+00:00,22.5809776,-65.5877824,28.6627
2021-08-22 15:50:00+00:00,22.5819392,-65.5880896,28.6694
2021-08-22 15:55:00+00:00,22.5827712,-65.5884608,28.6616
2021-08-22 16:00:00+00:00,22.5836976,-65.5888896,28.6734
2021-08-22 16:05:00+00:00,22.5844896,-65.5892544,28.6735
2021-08-22 16:10:00+00:00,22.5852096,-65.5898112,28.6682
2021-08-22 16:15:00+00:00,22.5860368,-65.590304,28.684
2021-08-22 16:20:00+00:00,22.587064,-65.5904512,28.6809
2021-08-22 16:25:00+00:00,22.5878656,-65.5907776,28.6951
2021-08-22 16:30:00+00:00,22.5885024,-65.591296,28.7002
2021-08-22 16:35:00+00:00,22.5890416,-65.5917568,28.6924
2021-08-22 16:40:00+00:00,22.589704,-65.5924032,28.6951
2021-08-22 16:45:00+00:00,22.5903056,-65.5929024,28.6961
2021-08-22 16:50:00+00:00,22.5908304,-65.5932736,28.7196
2021-08-22 16:55:00+00:00,22.5912928,-65.5937856,28.7197
2021-08-22 17:00:00+00:00,22.5919328,-65.5943552,28.7113
2021-08-22 17:05:00+00:00,22.5924352,-65.5949504,28.7127
2021-08-22 17:10:00+00:00,22.59308,-65.5954304,28.72
2021-08-22 17:15:00+00:00,22.5937264,-65.5959488,28.7256
2021-08-22 17:20:00+00:00,22.5942992,-65.5964352,28.7304
2021-08-22 17:25:00+00:00,22.5949104,-65.5969536,28.7251
2021-08-22 17:30:00+00:00,22.5955776,-65.5975168,28.7381
2021-08-22 17:35:00+00:00,22.5962672,-65.59808,28.7334
2021-08-22 17:40:00+00:00,22.597048,-65.5986624,28.7603
2021-08-22 17:45:00+00:00,22.5977312,-65.5992192,28.7461
2021-08-22 17:50:00+00:00,22.5985312,-65.5998144,28.7707
2021-08-22 17:55:00+00:00,22.5993616,-65.6004992,28.7713
2021-08-22 18:00:00+00:00,22.6000528,-65.6012608,28.777
2021-08-22 18:05:00+00:00,22.60076,-65.6020736,28.7744
2021-08-22 18:10:00+00:00,22.60148,-65.6028992,28.7751
2021-08-22 18:15:00+00:00,22.6022176,-65.6037632,28.7554
2021-08-22 18:20:00+00:00,22.6028016,-65.6047872,28.7572
2021-08-22 18:25:00+00:00,22.603688,-65.6054336,28.7604
2021-08-22 18:30:00+00:00,22.604472,-65.606208,28.7763
2021-08-22 18:35:00+00:00,22.605208,-65.6071168,28.791
2021-08-22 18:40:00+00:00,22.6059968,-65.6079104,28.7588
2021-08-22 18:45:00+00:00,22.6068,-65.6086592,28.7864
2021-08-22 18:50:00+00:00,22.6071056,-65.610112,28.7711
2021-08-22 18:55:00+00:00,22.606512,-65.6108032,28.7499
2021-08-22 19:00:00+00:00,22.6060992,-65.6117376,28.8063
2021-08-22 19:05:00+00:00,22.6056448,-65.6126208,28.7778
2021-08-22 19:10:00+00:00,22.6050192,-65.6132096,28.7698
2021-08-22 19:15:00+00:00,22.604432,-65.6138624,28.7823
2021-08-22 19:20:00+00:00,22.603808,-65.6145216,28.7883
2021-08-22 19:25:00+00:00,22.6031984,-65.61504,28.7886
2021-08-22 19:30:00+00:00,22.602608,-65.6156288,28.8003
2021-08-22 19:35:00+00:00,22.6019744,-65.6159744,28.8119
2021-08-22 19:40:00+00:00,22.601312,-65.6163008,28.8004
2021-08-22 19:45:00+00:00,22.6007392,-65.6167616,28.8357
2021-08-22 19:50:00+00:00,22.6000992,-65.6170752,28.812
2021-08-22 19:55:00+00:00,22.5993696,-65.6172096,28.7883
2021-08-22 20:00:00+00:00,22.5987504,-65.6176832,28.8064
2021-08-22 20:05:00+00:00,22.5983008,-65.6182464,28.7946
2021-08-22 20:10:00+00:00,22.597704,-65.6183616,28.7997
2021-08-22 20:15:00+00:00,22.5971968,-65.618752,28.7889
2021-08-22 20:20:00+00:00,22.5965888,-65.6188416,28.8121
2021-08-22 20:25:00+00:00,22.595896,-65.618912,28.794
2021-08-22 20:30:00+00:00,22.5952304,-65.6190144,28.8025
2021-08-22 20:35:00+00:00,22.5947488,-65.6192704,28.7838
2021-08-22 20:40:00+00:00,22.5941168,-65.61952,28.8197
2021-08-22 20:45:00+00:00,22.5935904,-65.6198464,28.7999
2021-08-22 20:50:00+00:00,22.5930752,-65.6199168,28.7854
2021-08-22 20:55:00+00:00,22.5924912,-65.619872,28.7848
2021-08-22 21:00:00+00:00,22.5921136,-65.620032,28.7733
2021-08-22 21:05:00+00:00,22.591608,-65.6200448,28.7771
2021-08-22 21:10:00+00:00,22.5911424,-65.6201728,28.7746
2021-08-22 21:15:00+00:00,22.5906576,-65.619968,28.7701
2021-08-22 21:20:00+00:00,22.5901664,-65.6198464,28.7699
2021-08-22 21:25:00+00:00,22.589632,-65.6195648,28.7733
2021-08-22 21:30:00+00:00,22.5891824,-65.6195712,28.7717
2021-08-22 21:35:00+00:00,22.5886352,-65.619296,28.7643
2021-08-22 21:40:00+00:00,22.5882512,-65.6191424,28.764
2021-08-22 21:45:00+00:00,22.5877568,-65.6190464,28.7549
2021-08-22 21:50:00+00:00,22.587232,-65.6187392,28.7538
2021-08-22 21:55:00+00:00,22.5868432,-65.6187136,28.7531
2021-08-22 22:00:00+00:00,22.5863664,-65.6183616,28.7581
2021-08-22 22:05:00+00:00,22.5857776,-65.6181056,28.7482
2021-08-22 22:10:00+00:00,22.5852688,-65.6178432,28.7491
2021-08-22 22:15:00+00:00,22.5849264,-65.6176128,28.7371
2021-08-22 22:20:00+00:00,22.5843808,-65.6172224,28.7352
2021-08-22 22:25:00+00:00,22.5838608,-65.6171776,28.7216
2021-08-22 22:30:00+00:00,22.58336,-65.6171072,28.7268
2021-08-22 22:35:00+00:00,22.5826736,-65.6170496,28.721
2021-08-22 22:40:00+00:00,22.5822304,-65.6172736,28.7148
2021-08-22 22:45:00+00:00,22.5817728,-65.6172928,28.7167
2021-08-22 22:50:00+00:00,22.5814176,-65.6172992,28.7165
2021-08-22 22:55:00+00:00,22.5807856,-65.617248,28.7044
2021-08-22 23:00:00+00:00,22.5801136,-65.617216,28.7131
2021-08-22 23:05:00+00:00,22.5794976,-65.6171776,28.7205
2021-08-22 23:10:00+00:00,22.579048,-65.61728,28.7262
2021-08-22 23:15:00+00:00,22.578376,-65.6172864,28.7092
2021-08-22 23:20:00+00:00,22.5778416,-65.6173184,28.7071
2021-08-22 23:25:00+00:00,22.5772544,-65.6171648,28.7101
2021-08-22 23:30:00+00:00,22.576784,-65.6169216,28.7118
2021-08-22 23:35:00+00:00,22.5763024,-65.616864,28.7132
2021-08-22 23:40:00+00:00,22.57564,-65.6165952,28.7079
2021-08-22 23:45:00+00:00,22.5747776,-65.6162816,28.7085
2021-08-22 23:50:00+00:00,22.5742224,-65.6162816,28.7051
2021-08-22 23:55:00+00:00,22.573592,-65.6159744,28.7007
2021-08-23 00:00:00+00:00,22.5729328,-65.6155392,28.694
2021-08-23 00:05:00+00:00,22.572184,-65.6152704,28.6894
2021-08-23 00:10:00+00:00,22.5712368,-65.6150272,28.6884
2021-08-23 00:15:00+00:00,22.5701504,-65.6144576,28.6865
2021-08-23 00:20:00+00:00,22.5692224,-65.6141568,28.6914
2021-08-23 00:25:00+00:00,22.5683712,-65.6140224,28.6871
2021-08-23 00:30:00+00:00,22.5672832,-65.6139392,28.6855
2021-08-23 00:35:00+00:00,22.5662288,-65.6136832,28.6904
2021-08-23 00:40:00+00:00,22.5651776,-65.6134016,28.6856
2021-08-23 00:45:00+00:00,22.5643072,-65.61328,28.6836
2021-08-23 00:50:00+00:00,22.5634144,-65.6132608,28.6864
2021-08-23 00:55:00+00:00,22.5624608,-65.6131072,28.6816
2021-08-23 01:00:00+00:00,22.5615728,-65.6129984,28.7049
2021-08-23 01:05:00+00:00,22.5607008,-65.612736,28.6932
2021-08-23 01:10:00+00:00,22.559984,-65.6124608,28.6877
2021-08-23 01:15:00+00:00,22.5591616,-65.6116928,28.6792
2021-08-23 01:20:00+00:00,22.5581584,-65.611168,28.6693
2021-08-23 01:25:00+00:00,22.5571808,-65.6107584,28.6709
2021-08-23 01:30:00+00:00,22.5564096,-65.6105536,28.677
2021-08-23 01:35:00+00:00,22.5556048,-65.6100608,28.6682
2021-08-23 01:40:00+00:00,22.5546576,-65.609536,28.674
2021-08-23 01:45:00+00:00,22.5536224,-65.6091776,28.68
2021-08-23 01:50:00+00:00,22.552736,-65.6090176,28.6781
2021-08-23 01:55:00+00:00,22.5515776,-65.6086656,28.6661
2021-08-23 02:00:00+00:00,22.550568,-65.6084288,28.6782
2021-08-23 03:00:00+00:00,22.5365504,-65.6074816,28.6567
2021-08-23 03:05:00+00:00,22.535312,-65.6075712,28.66
2021-08-23 03:10:00+00:00,22.5339008,-65.6075136,28.6563
2021-08-23 03:15:00+00:00,22.5326336,-65.6076672,28.6486
2021-08-23 03:20:00+00:00,22.5311504,-65.6076352,28.6496
2021-08-23 03:25:00+00:00,22.5297056,-65.60768,28.6566
2021-08-23 03:30:00+00:00,22.5283056,-65.608,28.6467
2021-08-23 03:35:00+00:00,22.5270096,-65.6081856,28.6453
2021-08-23 03:40:00+00:00,22.525704,-65.6083392,28.6432
2021-08-23 03:45:00+00:00,22.5245008,-65.6083584,28.6409
2021-08-23 03:50:00+00:00,22.5233744,-65.6085248,28.6358
2021-08-23 03:55:00+00:00,22.5221232,-65.6086144,28.6376
2021-08-23 04:00:00+00:00,22.5208368,-65.6086208,28.6287
2021-08-23 04:05:00+00:00,22.5195296,-65.6085696,28.628
2021-08-23 04:10:00+00:00,22.5183584,-65.6085696,28.6191
2021-08-23 04:15:00+00:00,22.51692,-65.608544,28.6236
2021-08-23 04:20:00+00:00,22.5156464,-65.6087616,28.6217
2021-08-23 04:25:00+00:00,22.5143776,-65.6095296,28.6224
2021-08-23 04:30:00+00:00,22.5154576,-65.6104832,28.6186
2021-08-23 04:35:00+00:00,22.5164832,-65.611328,28.618
2021-08-23 04:40:00+00:00,22.5178656,-65.6118784,28.6141
2021-08-23 04:45:00+00:00,22.5192688,-65.612352,28.616
2021-08-23 04:50:00+00:00,22.520552,-65.6128704,28.6156
2021-08-23 04:55:00+00:00,22.5218336,-65.6132864,28.6203
2021-08-23 05:00:00+00:00,22.523184,-65.613888,28.6266
2021-08-23 05:05:00+00:00,22.5246304,-65.6143232,28.6334
2021-08-23 05:10:00+00:00,22.52588,-65.614784,28.6306
2021-08-23 05:15:00+00:00,22.5271232,-65.615424,28.6349
2021-08-23 05:20:00+00:00,22.528296,-65.6161024,28.6403
2021-08-23 05:25:00+00:00,22.529496,-65.6165888,28.6355
2021-08-23 05:30:00+00:00,22.5304992,-65.6172096,28.6402
2021-08-23 05:35:00+00:00,22.5315808,-65.6178496,28.6326
2021-08-23 05:40:00+00:00,22.5325712,-65.6185216,28.6305
2021-08-23 05:45:00+00:00,22.533464,-65.6193152,28.633
2021-08-23 05:50:00+00:00,22.534296,-65.6202688,28.6249
2021-08-23 05:55:00+00:00,22.5355952,-65.6211648,28.6176
2021-08-23 06:00:00+00:00,22.5371728,-65.6219072,28.6161
2021-08-23 06:05:00+00:00,22.5387408,-65.6226048,28.6127
2021-08-23 06:10:00+00:00,22.540168,-65.6233984,28.6068
2021-08-23 06:15:00+00:00,22.5415296,-65.624096,28.6108
2021-08-23 06:20:00+00:00,22.5425472,-65.624864,28.6179
2021-08-23 06:25:00+00:00,22.54368,-65.625472,28.6162
2021-08-23 06:30:00+00:00,22.544648,-65.6260928,28.6224
2021-08-23 06:35:00+00:00,22.5457392,-65.6267264,28.6259
2021-08-23 06:40:00+00:00,22.5469264,-65.6273856,28.629
2021-08-23 06:45:00+00:00,22.5481296,-65.6280448,28.6345
2021-08-23 06:50:00+00:00,22.5491664,-65.6289216,28.6284
2021-08-23 06:55:00+00:00,22.5503344,-65.6297024,28.6263
2021-08-23 07:00:00+00:00,22.5515072,-65.6303232,28.6388
2021-08-23 07:05:00+00:00,22.5527216,-65.6310592,28.627
2021-08-23 07:10:00+00:00,22.5538352,-65.631904,28.6293
2021-08-23 07:15:00+00:00,22.5551536,-65.632448,28.6295
2021-08-23 07:20:00+00:00,22.5563008,-65.633088,28.6335
2021-08-23 07:25:00+00:00,22.557568,-65.6339008,28.6328
2021-08-23 07:30:00+00:00,22.558712,-65.63472,28.6325
2021-08-23 07:35:00+00:00,22.5597696,-65.6354432,28.6238
2021-08-23 07:40:00+00:00,22.5611648,-65.6360256,28.629
2021-08-23 07:45:00+00:00,22.5626112,-65.6366272,28.6178
2021-08-23 07:50:00+00:00,22.5641056,-65.6373184,28.6126
2021-08-23 07:55:00+00:00,22.5656928,-65.6379264,28.6194
2021-08-23 08:00:00+00:00,22.5670112,-65.6388288,28.6186
2021-08-23 08:05:00+00:00,22.568504,-65.6395456,28.617
2021-08-23 08:10:00+00:00,22.5698928,-65.6401216,28.6178
2021-08-23 08:15:00+00:00,22.571352,-65.640832,28.6112
2021-08-23 08:20:00+00:00,22.5728672,-65.6416384,28.6219
2021-08-23 08:25:00+00:00,22.5744928,-65.6422784,28.622
2021-08-23 08:30:00+00:00,22.576104,-65.6430272,28.6233
2021-08-23 08:35:00+00:00,22.5777616,-65.6437696,28.6224
2021-08-23 08:40:00+00:00,22.5797024,-65.6444032,28.6255
2021-08-23 08:45:00+00:00,22.5814688,-65.6448512,28.612
2021-08-23 08:50:00+00:00,22.583264,-65.6453952,28.6148
2021-08-23 08:55:00+00:00,22.5852592,-65.6458688,28.6203
2021-08-23 09:00:00+00:00,22.5871488,-65.646336,28.6239
2021-08-23 09:05:00+00:00,22.589144,-65.64688,28.6179
2021-08-23 09:10:00+00:00,22.5909376,-65.6473984,28.6211
2021-08-23 09:15:00+00:00,22.5927056,-65.648096,28.6204
2021-08-23 09:20:00+00:00,22.5943952,-65.6486656,28.6189
2021-08-23 09:25:00+00:00,22.5963232,-65.649216,28.6111
2021-08-23 09:30:00+00:00,22.5984128,-65.64976,28.617
2021-08-23 09:35:00+00:00,22.5979216,-65.6497408,28.6121
2021-08-23 09:40:00+00:00,22.5971968,-65.6494464,28.6107
2021-08-23 09:45:00+00:00,22.5963264,-65.649056,28.6197
2021-08-23 09:50:00+00:00,22.5955424,-65.6489984,28.6193
2021-08-23 09:55:00+00:00,22.5948288,-65.6488128,28.6176
2021-08-23 10:00:00+00:00,22.5940176,-65.6484288,28.6167
2021-08-23 10:05:00+00:00,22.5932544,-65.6481152,28.6189
2021-08-23 10:10:00+00:00,22.5924448,-65.6478656,28.6197
2021-08-23 10:15:00+00:00,22.5914768,-65.6475648,28.613
2021-08-23 10:20:00+00:00,22.590384,-65.6471296,28.6157
2021-08-23 10:25:00+00:00,22.5893824,-65.6467968,28.6125
2021-08-23 10:30:00+00:00,22.5881744,-65.646272,28.6095
2021-08-23 10:35:00+00:00,22.5871536,-65.6462976,28.6033
2021-08-23 10:40:00+00:00,22.5861392,-65.646144,28.6057
2021-08-23 10:45:00+00:00,22.5852672,-65.6458432,28.6034
2021-08-23 10:50:00+00:00,22.5842432,-65.6457536,28.596
2021-08-23 10:55:00+00:00,22.5833184,-65.6457088,28.598
2021-08-23 11:00:00+00:00,22.5824176,-65.6456,28.5985
2021-08-23 11:05:00+00:00,22.5817216,-65.6456832,28.5908
2021-08-23 11:10:00+00:00,22.580672,-65.6453376,28.5985
2021-08-23 11:15:00+00:00,22.5796736,-65.645088,28.5971
2021-08-23 11:20:00+00:00,22.5784592,-65.6448832,28.601
2021-08-23 11:25:00+00:00,22.5773232,-65.6447552,28.6078
2021-08-23 11:30:00+00:00,22.5764576,-65.6445888,28.6074
2021-08-23 11:35:00+00:00,22.5753664,-65.6443712,28.5985
2021-08-23 11:40:00+00:00,22.5742368,-65.6441344,28.6061
2021-08-23 11:45:00+00:00,22.5732576,-65.644032,28.6048
2021-08-23 11:50:00+00:00,22.5723696,-65.6440576,28.6033
2021-08-23 11:55:00+00:00,22.571512,-65.6438848,28.601
2021-08-23 12:00:00+00:00,22.5707312,-65.6437248,28.6018
2021-08-23 12:05:00+00:00,22.5700448,-65.6435712,28.604
2021-08-23 12:10:00+00:00,22.5692416,-65.643296,28.6066
2021-08-23 12:15:00+00:00,22.5685648,-65.6430656,28.6099
2021-08-23 12:20:00+00:00,22.5677344,-65.6428224,28.6081
2021-08-23 12:25:00+00:00,22.5670144,-65.6426816,28.6078
2021-08-23 12:30:00+00:00,22.5663744,-65.642432,28.6046
2021-08-23 12:35:00+00:00,22.5657408,-65.642208,28.5993
2021-08-23 12:40:00+00:00,22.5650816,-65.6415616,28.5978
2021-08-23 12:45:00+00:00,22.564568,-65.6414464,28.5962
2021-08-23 12:50:00+00:00,22.564096,-65.6412736,28.5948
2021-08-23 12:55:00+00:00,22.563568,-65.6408128,28.5959
2021-08-23 13:00:00+00:00,22.5629152,-65.6403072,28.5929
2021-08-23 13:05:00+00:00,22.5622032,-65.639776,28.5909
2021-08-23 13:10:00+00:00,22.5613776,-65.639232,28.5923
2021-08-23 13:15:00+00:00,22.5606976,-65.6387712,28.5919
2021-08-23 13:20:00+00:00,22.560248,-65.638656,28.591
2021-08-23 13:25:00+00:00,22.5597792,-65.6381696,28.5922
2021-08-23 13:30:00+00:00,22.5592208,-65.6378304,28.5912
2021-08-23 13:35:00+00:00,22.5587568,-65.6372864,28.5937
2021-08-23 13:40:00+00:00,22.5581616,-65.636864,28.5979
2021-08-23 13:45:00+00:00,22.5576048,-65.6364992,28.5997
2021-08-23 13:50:00+00:00,22.5567856,-65.6359104,28.5985
2021-08-23 13:55:00+00:00,22.55612,-65.6352704,28.6011
2021-08-23 14:00:00+00:00,22.5555264,-65.63504,28.6053
2021-08-23 14:05:00+00:00,22.5546336,-65.6346624,28.6093
2021-08-23 14:10:00+00:00,22.5538928,-65.6342656,28.6011
2021-08-23 14:15:00+00:00,22.5531648,-65.6339776,28.6041
2021-08-23 14:20:00+00:00,22.5523248,-65.6334208,28.6107
2021-08-23 14:25:00+00:00,22.5515856,-65.6332672,28.6125
2021-08-23 14:30:00+00:00,22.5508544,-65.6331456,28.6044
2021-08-23 14:35:00+00:00,22.5501344,-65.6329088,28.6087
2021-08-23 14:40:00+00:00,22.5491504,-65.6325376,28.6067
2021-08-23 14:45:00+00:00,22.5485856,-65.6326144,28.6079
2021-08-23 14:50:00+00:00,22.5478304,-65.6325824,28.6078
2021-08-23 14:55:00+00:00,22.547576,-65.6333568,28.6053
2021-08-23 15:00:00+00:00,22.5476816,-65.6344192,28.6211
2021-08-23 15:05:00+00:00,22.5470032,-65.6344448,28.615
2021-08-23 15:10:00+00:00,22.5462544,-65.6345344,28.6121
2021-08-23 15:15:00+00:00,22.5454896,-65.6347328,28.6258
2021-08-23 15:20:00+00:00,22.5447536,-65.6348672,28.6287
2021-08-23 15:25:00+00:00,22.5439248,-65.6351296,28.6319
2021-08-23 15:30:00+00:00,22.5433392,-65.6355712,28.6424
2021-08-23 15:35:00+00:00,22.5427344,-65.636032,28.6471
2021-08-23 15:40:00+00:00,22.5420176,-65.6370752,28.6525
2021-08-23 15:45:00+00:00,22.5427472,-65.6384832,28.6578
2021-08-23 15:50:00+00:00,22.5434432,-65.6397696,28.664
2021-08-23 15:55:00+00:00,22.5442608,-65.641024,28.646
2021-08-23 16:00:00+00:00,22.5449616,-65.6424064,28.6566
2021-08-23 16:05:00+00:00,22.5457152,-65.643552,28.6592
2021-08-23 16:10:00+00:00,22.5462976,-65.644864,28.6572
2021-08-23 16:15:00+00:00,22.5470112,-65.6462336,28.6851
2021-08-23 16:20:00+00:00,22.5478096,-65.6476224,28.6816
2021-08-23 16:25:00+00:00,22.548464,-65.6489152,28.6736
2021-08-23 16:30:00+00:00,22.5491472,-65.6501632,28.6853
2021-08-23 16:35:00+00:00,22.549856,-65.6514368,28.6848
2021-08-23 16:40:00+00:00,22.5507936,-65.6526528,28.6958
2021-08-23 16:45:00+00:00,22.5514624,-65.65392,28.7037
2021-08-23 16:50:00+00:00,22.5524208,-65.655104,28.7114
2021-08-23 16:55:00+00:00,22.5531184,-65.656416,28.6988
2021-08-23 17:00:00+00:00,22.554168,-65.6575296,28.719
2021-08-23 17:05:00+00:00,22.5549664,-65.6585792,28.7162
2021-08-23 17:10:00+00:00,22.5559024,-65.6596736,28.731
2021-08-23 17:15:00+00:00,22.556968,-65.6607104,28.7195
2021-08-23 17:20:00+00:00,22.5578848,-65.6619072,28.719
2021-08-23 17:25:00+00:00,22.558984,-65.6632064,28.723
2021-08-23 17:30:00+00:00,22.5599056,-65.6644608,28.7307
2021-08-23 17:35:00+00:00,22.5607824,-65.6657408,28.7376
2021-08-23 17:40:00+00:00,22.561536,-65.667136,28.7496
2021-08-23 17:45:00+00:00,22.5625376,-65.668384,28.71
2021-08-23 17:50:00+00:00,22.5633952,-65.6697536,28.7246
2021-08-23 17:55:00+00:00,22.564304,-65.6709824,28.7384
2021-08-23 18:00:00+00:00,22.5653248,-65.67232,28.7402
2021-08-23 18:05:00+00:00,22.5661008,-65.6737152,28.7424
2021-08-23 18:10:00+00:00,22.5669376,-65.6750656,28.759
2021-08-23 18:15:00+00:00,22.568032,-65.6763392,28.7711
2021-08-23 18:20:00+00:00,22.569192,-65.677664,28.7662
2021-08-23 18:25:00+00:00,22.5702448,-65.6791296,28.7611
2021-08-23 18:30:00+00:00,22.57112,-65.6805824,28.7615
2021-08-23 18:35:00+00:00,22.572208,-65.6817728,28.7636
2021-08-23 18:40:00+00:00,22.5733456,-65.6829056,28.7687
2021-08-23 18:45:00+00:00,22.5744848,-65.6841024,28.7652
2021-08-23 18:50:00+00:00,22.575584,-65.6851584,28.769
2021-08-23 18:55:00+00:00,22.576912,-65.6861056,28.7508
2021-08-23 19:00:00+00:00,22.5781168,-65.6871872,28.773
2021-08-23 19:05:00+00:00,22.5793088,-65.6882496,28.7728
2021-08-23 19:10:00+00:00,22.580488,-65.6894656,28.7883
