"basisOfRecord","organismID","eventDate","occurrenceID","decimalLatitude","decimalLongitude","geodeticDatum","scientificName","scientificNameId","eventID","kingdom","taxonRank","coordinateUncertaintyInMeters"
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-24T02:56:07Z","2020-02-24T02:56:07Z_0_Species",41.2825,-70.7923,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",4656
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-24T03:00:04Z","2020-02-24T03:00:04Z_0_Species",41.279,-70.8132,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2046
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-24T03:21:05Z","2020-02-24T03:21:05Z_0_Species",41.272,-70.8234,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2046
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-24T10:09:24Z","2020-02-24T10:09:24Z_0_Species",41.2351,-70.685,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",10197
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-24T12:14:03Z","2020-02-24T12:14:03Z_0_Species",41.213,-70.7548,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",7494
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-24T13:33:02Z","2020-02-24T13:33:02Z_0_Species",41.2352,-70.6254,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",7001
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-24T15:38:29Z","2020-02-24T15:38:29Z_0_Species",41.2275,-70.6035,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",5999
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-24T19:55:10Z","2020-02-24T19:55:10Z_0_Species",41.2634,-70.8207,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",857
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-24T21:48:32Z","2020-02-24T21:48:32Z_0_Species",41.274,-70.8276,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",11603
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-24T23:34:32Z","2020-02-24T23:34:32Z_0_Species",41.236,-70.828,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",10562
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-25T00:16:46Z","2020-02-25T00:16:46Z_0_Species",41.2598,-70.8317,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",376
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-25T01:05:15Z","2020-02-25T01:05:15Z_0_Species",41.2589,-70.8339,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",1325
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-25T01:18:19Z","2020-02-25T01:18:19Z_0_Species",41.2589,-70.8263,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",372
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-25T02:07:10Z","2020-02-25T02:07:10Z_0_Species",41.2582,-70.8279,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",1574
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-25T11:32:50Z","2020-02-25T11:32:50Z_0_Species",41.2605,-70.8353,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",609
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-25T11:37:10Z","2020-02-25T11:37:10Z_0_Species",41.2597,-70.8234,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",346
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-25T11:40:22Z","2020-02-25T11:40:22Z_0_Species",41.2595,-70.8241,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",3648
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-25T22:01:13Z","2020-02-25T22:01:13Z_0_Species",41.2598,-70.8533,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",14112
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-25T23:06:57Z","2020-02-25T23:06:57Z_0_Species",41.2345,-71.028,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",22741
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-25T23:12:57Z","2020-02-25T23:12:57Z_0_Species",41.3063,-71.0612,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",5237
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-25T23:12:57Z","2020-02-25T23:12:57Z_0_Species",41.3095,-71.0595,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",5362
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T01:26:49Z","2020-02-26T01:26:49Z_0_Species",41.3027,-71.1704,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2030
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T01:43:32Z","2020-02-26T01:43:32Z_0_Species",41.3064,-71.1838,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2296
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T02:37:48Z","2020-02-26T02:37:48Z_0_Species",41.2883,-71.1092,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",36758
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T02:38:57Z","2020-02-26T02:38:57Z_0_Species",41.325,-71.0931,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",864
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T13:00:21Z","2020-02-26T13:00:21Z_0_Species",41.2565,-71.1756,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",11836
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T13:09:31Z","2020-02-26T13:09:31Z_0_Species",41.2597,-71.1646,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",4867
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T14:02:08Z","2020-02-26T14:02:08Z_0_Species",41.2512,-71.1721,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2958
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T14:38:33Z","2020-02-26T14:38:33Z_0_Species",41.2495,-71.1891,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",5293
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T14:54:15Z","2020-02-26T14:54:15Z_0_Species",41.2652,-71.1703,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",75439
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T14:55:27Z","2020-02-26T14:55:27Z_0_Species",41.2676,-71.1843,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2946
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T15:40:38Z","2020-02-26T15:40:38Z_0_Species",41.265,-71.1932,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",1519
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T16:34:32Z","2020-02-26T16:34:32Z_0_Species",41.2606,-71.2068,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",1941
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T16:34:32Z","2020-02-26T16:34:32Z_0_Species",41.2299,-71.2256,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",7064
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T19:32:50Z","2020-02-26T19:32:50Z_0_Species",41.1977,-71.2837,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",5150
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T22:56:41Z","2020-02-26T22:56:41Z_0_Species",41.1886,-71.2871,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",7212
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-26T23:16:42Z","2020-02-26T23:16:42Z_0_Species",41.1994,-71.2917,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",12079
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T00:40:28Z","2020-02-27T00:40:28Z_0_Species",41.1806,-71.3079,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",49741
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T00:41:58Z","2020-02-27T00:41:58Z_0_Species",41.2048,-71.1949,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",1119
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T00:50:12Z","2020-02-27T00:50:12Z_0_Species",41.2051,-71.1942,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",804
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T01:23:05Z","2020-02-27T01:23:05Z_0_Species",41.198,-71.2036,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",1287
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T02:16:49Z","2020-02-27T02:16:49Z_0_Species",41.2299,-71.1795,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",512
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T02:22:17Z","2020-02-27T02:22:17Z_0_Species",41.2332,-71.182,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",184
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T08:53:32Z","2020-02-27T08:53:32Z_0_Species",41.2414,-71.2033,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",18059
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T09:37:04Z","2020-02-27T09:37:04Z_0_Species",41.2433,-71.2063,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",1768
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T10:30:27Z","2020-02-27T10:30:27Z_0_Species",41.2482,-71.1851,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",7278
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T11:13:48Z","2020-02-27T11:13:48Z_0_Species",41.2515,-71.1819,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",1507
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T12:38:35Z","2020-02-27T12:38:35Z_0_Species",41.2559,-71.1777,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2093
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T12:56:24Z","2020-02-27T12:56:24Z_0_Species",41.2547,-71.1814,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2172
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T12:56:24Z","2020-02-27T12:56:24Z_0_Species",41.2551,-71.1802,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2091
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T13:05:12Z","2020-02-27T13:05:12Z_0_Species",41.2605,-71.176,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",13905
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T14:13:17Z","2020-02-27T14:13:17Z_0_Species",41.2648,-71.1721,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2659
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T14:37:50Z","2020-02-27T14:37:50Z_0_Species",41.2526,-71.175,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",33793
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T14:42:04Z","2020-02-27T14:42:04Z_0_Species",41.2435,-71.1456,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",1582
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T20:58:19Z","2020-02-27T20:58:19Z_0_Species",41.1944,-71.0753,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",72651
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T21:02:49Z","2020-02-27T21:02:49Z_0_Species",41.1925,-71.0808,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",21671
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T22:17:11Z","2020-02-27T22:17:11Z_0_Species",41.2104,-71.0263,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",6507
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T22:39:43Z","2020-02-27T22:39:43Z_0_Species",41.2252,-71.0232,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",305
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-27T22:46:06Z","2020-02-27T22:46:06Z_0_Species",41.2257,-71.0223,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2689
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T00:15:29Z","2020-02-28T00:15:29Z_0_Species",41.2269,-71.0087,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",9107
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T00:23:39Z","2020-02-28T00:23:39Z_0_Species",41.2321,-71.0114,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",3038
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T00:28:36Z","2020-02-28T00:28:36Z_0_Species",41.2509,-71.0271,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",910
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T01:05:39Z","2020-02-28T01:05:39Z_0_Species",41.2504,-71.0182,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",23516
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T03:38:37Z","2020-02-28T03:38:37Z_0_Species",41.2606,-70.9827,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",10491
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T09:22:27Z","2020-02-28T09:22:27Z_0_Species",41.3181,-70.9644,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",8348
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T09:56:08Z","2020-02-28T09:56:08Z_0_Species",41.3159,-70.9502,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",3471
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T10:29:28Z","2020-02-28T10:29:28Z_0_Species",41.309,-70.9378,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2458
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T11:11:47Z","2020-02-28T11:11:47Z_0_Species",41.3033,-70.9255,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2509
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T12:13:57Z","2020-02-28T12:13:57Z_0_Species",41.299,-70.9131,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",3132
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T12:43:17Z","2020-02-28T12:43:17Z_0_Species",41.3009,-70.9223,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",3656
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T12:50:07Z","2020-02-28T12:50:07Z_0_Species",41.3045,-70.9112,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",283
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T13:26:03Z","2020-02-28T13:26:03Z_0_Species",41.304,-70.9114,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",1100
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T13:50:11Z","2020-02-28T13:50:11Z_0_Species",41.2926,-70.9294,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2548
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T13:52:50Z","2020-02-28T13:52:50Z_0_Species",41.289,-70.9347,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",3902
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T14:09:44Z","2020-02-28T14:09:44Z_0_Species",41.304,-70.9396,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",570
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T14:32:29Z","2020-02-28T14:32:29Z_0_Species",41.2894,-70.9248,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",5707
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T20:58:11Z","2020-02-28T20:58:11Z_0_Species",41.289,-70.9283,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",16192
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T21:54:07Z","2020-02-28T21:54:07Z_0_Species",41.2951,-70.8732,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",32228
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T22:19:32Z","2020-02-28T22:19:32Z_0_Species",41.2926,-70.8755,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",29542
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-28T22:33:01Z","2020-02-28T22:33:01Z_0_Species",41.2623,-70.9253,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",7991
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T00:15:34Z","2020-02-29T00:15:34Z_0_Species",41.2571,-70.9646,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",289
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T01:04:22Z","2020-02-29T01:04:22Z_0_Species",41.2572,-70.9857,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",622
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T01:10:09Z","2020-02-29T01:10:09Z_0_Species",41.2578,-70.9808,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",436
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T01:34:33Z","2020-02-29T01:34:33Z_0_Species",41.2589,-70.9816,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2144
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T09:13:31Z","2020-02-29T09:13:31Z_0_Species",41.3175,-70.8744,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",10931
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T09:25:37Z","2020-02-29T09:25:37Z_0_Species",41.3159,-70.8743,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",1276
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T11:45:13Z","2020-02-29T11:45:13Z_0_Species",41.3181,-70.8611,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2544
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T12:40:03Z","2020-02-29T12:40:03Z_0_Species",41.3187,-70.8565,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",6398
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T13:29:42Z","2020-02-29T13:29:42Z_0_Species",41.3198,-70.851,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2190
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T13:29:42Z","2020-02-29T13:29:42Z_0_Species",41.319,-70.8538,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2200
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T13:52:05Z","2020-02-29T13:52:05Z_0_Species",41.32,-70.8545,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2063
"machineObservation","5e32f4e46321be14905ea848_grey seal","2020-02-29T15:08:31Z","2020-02-29T15:08:31Z_0_Species",41.3265,-70.8432,"EPSG:4326","Halichoerus grypus","urn:lsid:marinespecies.org:taxname:137080","48291772-a7b1-48f0-a428-b0110f97f59e","Animalia","Species",2185
